Processed by,Species,ID,SN,Date,Time,Gear,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Daphnia sp,,Cladocera,22,0.0046,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Daphnia pulex/pulicaria grp.,,Cladocera,3,0.0008,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Aphididae,adult,Hemiptera,3,0.0005,thorax only,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Chironomidae,emergent,Diptera,3,0.0004,thorax only,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Calanoida,,Calanoida,2,0.0002,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Amphipoda,,Amphipoda,1,0.0007,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Unidentified,,Unidentified,,0.0017,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphnia sp,,Cladocera,13,0.0018,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0007,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphniidae,ephippium,Cladocera,2,0.0002,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Eurytemora sp,,Calanoida,14,0.0009,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Acanthocyclops robustus,,Cyclopoida,39,0.0023,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Unidentified,,Unidentified,,0.0007,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Daphniidae,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Daphniidae,ephippium,Cladocera,8,0.0005,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Unidentified,,Unidentified,,0.0008,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Daphniidae,ephippium,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Daphnia sp,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Chironomidae,pupae,Diptera,1,0.0003,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Unidentified,,Unidentified,,0.0006,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia sp,,Cladocera,50,0.0052,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia pulex/pulicaria grp.,,Cladocera,105,0.0126,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia grp 2,,Cladocera,9,0.0009,,bo
as,CHN,2016Ad_plus_F,194,4/13/2016,17:28,STTD/RSTR,78,5.08,3,3,0.0785,0.0629,Unidentified,,Unidentified,,0.0035,,bo
as,CHN,2016Ad_plus_F,194,4/13/2016,17:28,STTD/RSTR,78,5.08,3,3,0.0785,0.0629,Corixidae,adult,Hemiptera,1,0.0030,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Unidentified,,Unidentified,,0.0081,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Crangonyx sp,,Amphipoda,1,0.0053,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Eurytemora sp,,Calanoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Osteichthyes,,Chordata,1,0.0013,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Plant matter,,Plant Matter,,0.0003,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Crangonyx sp,,Amphipoda,1,0.0013,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia sp,,Cladocera,10,0.0010,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0005,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,204,4/15/2016,11:06,STTD,48,1.15,2,1,0.0190,0.0173,Insect matter,,Insecta,,0.0000,,bo
as,CHN,2016Ad_plus_F,205,4/15/2016,11:06,STTD,54,1.74,2,1,0.0305,0.0274,Unidentified,,Unidentified,,0.0007,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Unidentified,,Unidentified,,0.0013,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Chironomidae,emergent,Diptera,5,0.0003,Thorax only,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Chironomidae,adult,Diptera,1,0.0002,Thorax only,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Unidentified,,Unidentified,,0.0019,,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Daphniidae,,Cladocera,3,0.0008,,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0008,,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Daphnia grp 2,,Cladocera,4,0.0015,,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Chironomidae,emergent,Diptera,11,0.0004,,bo
as,CHN,2016Ad_plus_F,208,4/15/2016,11:06,STTD,69,3.5,1,,0.0579,,No animals,,0,,,,bo
as,CHN,2016Ad_plus_F,209,4/15/2016,11:06,STTD,72,4.08,1,,0.0661,,No animals,,0,,,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Unidentified,,Unidentified,,0.0143,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Daphnia grp 2,,Cladocera,19,0.0066,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Daphnia pulex/pulicaria grp.,,Cladocera,30,0.0044,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Daphnia sp,,Cladocera,40,0.0070,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Osteichthyes,,Chordata,3,0.0136,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Chydorus sp,,Cladocera,24,0.0000,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Daphniidae,ephippium,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Chironomidae,adult,Diptera,3,0.0009,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Chironomidae,emergent,Diptera,3,0.0006,,bo
as,CHN,2016Ad_plus_F,212,4/15/2016,11:06,BL-3,67,3.25,6,5,0.1312,0.0349,Aphididae,adult,Hemiptera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Unidentified,,Unidentified,,0.0031,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Daphnia pulex/pulicaria grp.,,Cladocera,96,0.0166,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Daphnia grp 2,,Cladocera,64,0.0098,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Daphnia sp,,Cladocera,169,0.0213,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Daphniidae,ephippium,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Eurytemora sp,,Calanoida,17,0.0017,,bo
as,CHN,2016Ad_plus_F,213,4/15/2016,12:29,BL-3,63,3.13,6,5,0.1365,0.0394,Chironomidae,emergent,Diptera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Unidentified,,Unidentified,,0.0056,broken,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Daphnia grp 2,,Cladocera,19,0.0052,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Daphnia pulex/pulicaria grp.,,Cladocera,4,0.0011,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Daphnia sp,,Cladocera,31,0.0071,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Acanthocyclops robustus,,Cyclopoida,1,0.0002,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Eurytemora sp,,Calanoida,2,0.0002,,bo
as,CHN,2016Ad_plus_F,215,4/19/2016,11:20,STTD,58,2.34,,4,,,Chironomidae,adult,Diptera,4,0.0014,,bo
as,CHN,2016Ad_plus_F,216,4/19/2016,11:20,STTD,66,3.3,3,3,0.0612,0.0397,Unidentified,,Unidentified,,0.0052,,bo
as,CHN,2016Ad_plus_F,216,4/19/2016,11:20,STTD,66,3.3,3,3,0.0612,0.0397,Daphnia grp 2,,Cladocera,2,0.0007,,bo
as,CHN,2016Ad_plus_F,216,4/19/2016,11:20,STTD,66,3.3,3,3,0.0612,0.0397,Daphnia sp,,Cladocera,1,0.0008,,bo
as,CHN,2016Ad_plus_F,216,4/19/2016,11:20,STTD,66,3.3,3,3,0.0612,0.0397,Chironomidae,adult,Diptera,1,0.0006,,bo
as,CHN,2016Ad_plus_F,217,2/19/2016,11:20,STTD,65,3.43,2,6,0.0604,0.0492,Chironomidae,adult,Diptera,1,0.0005,,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Unidentified,,Unidentified,,0.0257,Daphnia mush,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Daphnia sp,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Daphniidae,ephippium,Cladocera,5,0.0007,,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Daphnia grp 2,,Cladocera,2,0.0007,,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,229,4/27/2016,14:20,BL-6,74,4.68,6,2,0.1438,0.0777,Chironomidae,adult,Diptera,3,0.0002,Thorax only,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Unidentified,,Unidentified,,,sample spilled,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Daphnia sp,,Cladocera,25,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Daphnia pulex/pulicaria grp.,,Cladocera,13,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Daphnia grp 2,,Cladocera,9,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Aphididae,adult,Hemiptera,2,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Margarodidae,adult,Hemiptera,2,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Chironomidae,emergent,Diptera,1,,,bo
as,CHN,2016Ad_plus_F,234,4/28/2016,14:04,BL-4,54,1.86,5,5,0.0675,,Psocoptera,adult,Psocoptera,1,,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Unidentified,,Unidentified,,0.0111,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Daphnia grp 2,,Cladocera,61,0.0244,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Daphnia pulex/pulicaria grp.,,Cladocera,3,0.0007,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Daphnia sp,,Cladocera,22,0.0053,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Daphniidae,ephippium,Cladocera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Chironomidae,emergent,Diptera,1,0.0008,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Chironomidae,pupae,Diptera,2,0.0005,,bo
as,CHN,2016Ad_plus_F,235,5/4/2016,9:05,STTD,78,4.88,5,5,0.1464,0.0545,Chironomidae,adult,Diptera,1,0.0004,Thorax only,bo
as,CHN,2016Ad_plus_F,236,5/4/2016,9:05,STTD,80,5.15,1,,0.1026,,No animals,,0,,,,bo
as,CHN,2016Ad_plus_F,237,5/12/2016,14:25,,61,2.54,2,1,0.0476,0.0433,Insect matter,,Insecta,,0.0000,,bo
as,CHN,2016Ad_plus_F,238,5/12/2016,14:25,STTD,78,5.24,2,1,0.0750,0.0676,Insect matter,,Insecta,,0.0008,,bo
as,CHN,2016Ad_plus_F,238,5/12/2016,14:25,STTD,78,5.24,2,1,0.0750,0.0676,Plant matter,,Plant Matter,,0.0004,,bo
as,CHN,2016Ad_plus_F,239,5/20/2016,14:41,STTD,85,5.46,3,5,0.0861,0.0685,Corixidae,nymph,Hemiptera,2,0.0018,,bo
as,CHN,2016Ad_plus_F,239,5/20/2016,14:41,STTD,85,5.46,3,5,0.0861,0.0685,Chironomidae,pupae,Diptera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,239,5/20/2016,14:41,STTD,85,5.46,3,5,0.0861,0.0685,Daphniidae,,Cladocera,1,0.0000,,bo
as,DSM,2016_DSM_001,1,2/3/2016,8:48,BL-3,70,2.66,3,4,0.0178,0.0123,Unidentified,,Unidentified,,0.0004,,bo
as,DSM,2016_DSM_001,1,2/3/2016,8:48,BL-3,70,2.66,3,4,0.0178,0.0123,Daphnia sp,,Cladocera,9,0.0002,,bo
as,DSM,2016_DSM_001,1,2/3/2016,8:48,BL-3,70,2.66,3,4,0.0178,0.0123,Eurytemora sp,,Calanoida,2,0.0000,,bo
as,DSM,2016_DSM_001,1,2/3/2016,8:48,BL-3,70,2.66,3,4,0.0178,0.0123,Eucyclops sp,,Cyclopoida,4,0.0003,,bo
as,DSM,2016_DSM_001,1,2/3/2016,8:48,BL-3,70,2.66,3,4,0.0178,0.0123,Cyclopoida,,Cyclopoida,3,0.0000,,bo
as,DSM,2016_DSM_005,5,2/18/2016,10:00,STTD,65,2.58,1,,0.0117,,No animals,,0,,,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Unidentified,,Unidentified,,0.0052,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Daphnia sp,,Cladocera,3,0.0003,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Eurytemora sp,,Calanoida,172,0.0041,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Calanoida,,Calanoida,19,0.0003,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Cyclopoida,,Cyclopoida,7,0.0007,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Diacyclops thomasi,,Cyclopoida,9,0.0002,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Acanthocyclops robustus,,Cyclopoida,8,0.0004,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Chironomidae,larvae,Diptera,1,0.0000,,bo
as,DSM,2016_DSM_006,6,2/18/2016,10:00,STTD,70,3.1,5,4,0.0524,0.0076,Chironomidae,adult,Diptera,1,0.0002,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Unidentified,,Unidentified,,0.0025,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Daphniidae,,Cladocera,31,0.0008,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Daphnia grp 2,,Cladocera,6,0.0002,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Daphnia pulex/pulicaria grp.,,Cladocera,3,0.0002,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Calanoida,,Calanoida,20,0.0002,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Eurytemora sp,,Calanoida,181,0.0039,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Pseudodiaptomus forbesi,,Calanoida,4,0.0000,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Diaptomidae,,Calanoida,8,0.0003,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Cyclopoida,,Cyclopoida,8,0.0002,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Acanthocyclops robustus,,Cyclopoida,6,0.0000,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Diacyclops thomasi,,Cyclopoida,4,0.0000,,bo
as,DSM,2016_DSM_007,7,2/19/2016,8:55,STTD,67,2.94,5,5,0.0412,0.0116,Hyalella azteca,,Amphipoda,1,0.0017,,bo
as,DSM,2016_DSM_008,8,2/19/2016,8:55,STTD,63,2.32,1,,0.0116,,No animals,,0,,,,bo
as,DSM,2016_DSM_012,12,4/26/2016,9:21,STTD,31,0.19,1,,,,No animals,,0,,,broken,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Unidentified,,Unidentified,,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Daphniidae,,Cladocera,6,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Bosmina sp,,Cladocera,6,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Pseudodiaptomus forbesi,,Calanoida,1,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Diaptomidae,,Calanoida,1,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Acanthocyclops robustus,,Cyclopoida,9,0.0000,,bo
as,DSM,2016_DSM_013,13,4/27/2016,14:20,BL-6,31,0.21,3,5,0.0027,0.0011,Cyclopoida,,Cyclopoida,4,0.0000,,bo
as,DSM,2016_DSM_014,14,4/27/2016,14:20,BL-6,35,0.27,1,,,,No animals,,0,,,broken,bo
as,DSM,2016_DSM_015,15,4/27/2016,14:20,BL-6,30,0.16,,4,,,Calanoida,,Calanoida,6,0.0000,,bo
as,DSM,2016_DSM_015,15,4/27/2016,14:20,BL-6,30,0.16,,4,,,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,bo
as,DSM,2016_DSM_015,15,4/27/2016,14:20,BL-6,30,0.16,,4,,,Pseudodiaptomus forbesi,,Calanoida,3,0.0000,,bo
as,DSM,2016_DSM_016,16,4/27/2016,14:20,BL-6,33,0.28,,4,,,Copepoda,,Copepoda,9,0.0000,broken,bo
as,DSM,2016_DSM_016,16,4/27/2016,14:20,BL-6,33,0.28,,4,,,Pseudodiaptomus forbesi,,Calanoida,19,0.0003,,bo
as,DSM,2016_DSM_016,16,4/27/2016,14:20,BL-6,33,0.28,,4,,,Diaptomidae,,Calanoida,2,0.0000,,bo
as,DSM,2016_DSM_016,16,4/27/2016,14:20,BL-6,33,0.28,,4,,,Cyclopoida,,Cyclopoida,10,0.0000,,bo
as,DSM,2016_DSM_017,17,4/27/2016,14:20,BL-6,32,0.18,,,,,Chydorus sp,,Cladocera,1,0.0000,broken,bo
as,DSM,2016_DSM_017,17,4/27/2016,14:20,BL-6,32,0.18,,,,,Daphnia sp,,Cladocera,1,0.0000,,bo
as,DSM,2016_DSM_017,17,4/27/2016,14:20,BL-6,32,0.18,,,,,Copepoda,juvenile,Copepoda,33,0.0003,,bo
