"","ACT_UNIT_NAME","RunCode","StationNumber","StationName","RunName","SAM_Code","Datetime","SampleType","SamplingDate"
"294","Aquatic Ecology","EA1013B0287","B9D81281402","RYI - Cache Slough","YB - Fall Study","EA1013B2368",2013-10-01 12:00:00,"Normal Sample",2013-10-01
"295","Aquatic Ecology","EA1013B0287","B9D81281402","RYI - Cache Slough","YB - Fall Study","EA1013B2369",2013-10-01 12:00:00,"Replicate, Specific Analyte(s)",2013-10-01
"296","Aquatic Ecology","EA1013B0287","B9D81040386","SRV - Vieira's","YB - Fall Study","EA1013B2370",2013-10-01 12:19:00,"Normal Sample",2013-10-01
"297","Aquatic Ecology","EA1013B0287","B9D81040386","SRV - Vieira's","YB - Fall Study","EA1013B2371",2013-10-01 12:19:00,"Replicate Sample",2013-10-01
"298","Aquatic Ecology","EA1013B0287","B9D80960412","RVB - Rio Vista","YB - Fall Study","EA1013B2372",2013-10-01 12:30:00,"Normal Sample",2013-10-01
"299","Aquatic Ecology","EA1013B0287","B9D80960412","RVB - Rio Vista","YB - Fall Study","EA1013B2373",2013-10-01 12:30:00,"Replicate, Specific Analyte(s)",2013-10-01
"300","Aquatic Ecology","EA1013B0287","A0D83441350","Toe Drain@ I-80","YB - Fall Study","EA1013B2357",2013-10-01 13:00:00,"Replicate, Specific Analyte(s)",2013-10-01
"301","Aquatic Ecology","EA1013B0287","A0D83441350","Toe Drain@ I-80","YB - Fall Study","EA1013B2356",2013-10-01 13:00:00,"Normal Sample",2013-10-01
"302","Aquatic Ecology","EA1013B0287","A0D82691360","Toe Drain Bl YWA","YB - Fall Study","EA1013B2360",2013-10-01 13:47:00,"Normal Sample",2013-10-01
"303","Aquatic Ecology","EA1013B0287","A0D82691360","Toe Drain Bl YWA","YB - Fall Study","EA1013B2361",2013-10-01 13:47:00,"Replicate Sample",2013-10-01
"304","Aquatic Ecology","ES1013B0041","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES1013B0148",2013-10-04 13:07:00,"Replicate, Specific Analyte(s)",2013-10-04
"305","Aquatic Ecology","ES1013B0041","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES1013B0147",2013-10-04 13:07:00,"Normal Sample",2013-10-04
"306","Aquatic Ecology","ES1013B0041","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES1013B0176",2013-10-04 13:27:00,"Replicate Sample",2013-10-04
"307","Aquatic Ecology","ES1013B0041","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES1013B0169",2013-10-04 13:27:00,"Normal Sample",2013-10-04
"308","Aquatic Ecology","ES1013B0041","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES1013B0149",2013-10-04 14:25:00,"Normal Sample",2013-10-04
"309","Aquatic Ecology","ES1013B0041","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES1013B0150",2013-10-04 14:25:00,"Replicate Sample",2013-10-04
"310","Aquatic Ecology","ES1013B0041","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES1013B0151",2013-10-04 15:50:00,"Normal Sample",2013-10-04
"311","Aquatic Ecology","ES1013B0041","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES1013B0152",2013-10-04 15:50:00,"Replicate, Specific Analyte(s)",2013-10-04
"312","Aquatic Ecology","ES1013B0043","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES1013B0180",2013-10-08 09:47:00,"Normal Sample",2013-10-08
"313","Aquatic Ecology","ES1013B0043","A0290400","Lisbon Sl @Toe Drain","YB - Fall Study","ES1013B0203",2013-10-08 10:18:00,"Normal Sample",2013-10-08
"314","Aquatic Ecology","ES1013B0043","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES1013B0200",2013-10-08 10:54:00,"Normal Sample",2013-10-08
"315","Aquatic Ecology","ES1013B0043","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES1013B0182",2013-10-08 11:08:00,"Normal Sample",2013-10-08
"316","Aquatic Ecology","ES1013B0043","B9D81040386","SRV - Vieira's","YB - Fall Study","ES1013B0198",2013-10-08 11:21:00,"Normal Sample",2013-10-08
"317","Aquatic Ecology","ES1013B0043","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES1013B0196",2013-10-08 11:41:00,"Normal Sample",2013-10-08
"318","Aquatic Ecology","ES1013B0043","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES1013B0184",2013-10-08 11:54:00,"Normal Sample",2013-10-08
"319","Aquatic Ecology","ES1013B0043","B9D81450411","Liberty at S End","YB - Fall Study","ES1013B0194",2013-10-08 11:58:00,"Normal Sample",2013-10-08
"320","Aquatic Ecology","ES1013B0043","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES1013B0192",2013-10-08 12:10:00,"Normal Sample",2013-10-08
"321","Aquatic Ecology","ES1013B0043","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES1013B0190",2013-10-08 12:31:00,"Normal Sample",2013-10-08
"322","Aquatic Ecology","ES1013B0043","A0D82691360","Toe Drain Bl YWA","YB - Fall Study","ES1013B0188",2013-10-08 13:52:00,"Normal Sample",2013-10-08
"323","Aquatic Ecology","ES1013B0045","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES1013B0236",2013-10-15 09:37:00,"Normal Sample",2013-10-15
"324","Aquatic Ecology","ES1013B0045","A0290400","Lisbon Sl @Toe Drain","YB - Fall Study","ES1013B0258",2013-10-15 10:20:00,"Normal Sample",2013-10-15
"325","Aquatic Ecology","ES1013B0045","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES1013B0248",2013-10-15 10:24:00,"Normal Sample",2013-10-15
"326","Aquatic Ecology","ES1013B0045","B9D81450411","Liberty at S End","YB - Fall Study","ES1013B0250",2013-10-15 10:37:00,"Normal Sample",2013-10-15
"327","Aquatic Ecology","ES1013B0045","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES1013B0252",2013-10-15 10:50:00,"Normal Sample",2013-10-15
"328","Aquatic Ecology","ES1013B0045","B9D81040386","SRV - Vieira's","YB - Fall Study","ES1013B0254",2013-10-15 11:08:00,"Normal Sample",2013-10-15
"329","Aquatic Ecology","ES1013B0045","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES1013B0238",2013-10-15 11:10:00,"Normal Sample",2013-10-15
"330","Aquatic Ecology","ES1013B0045","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES1013B0256",2013-10-15 11:20:00,"Normal Sample",2013-10-15
"331","Aquatic Ecology","ES1013B0045","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES1013B0240",2013-10-15 11:46:00,"Normal Sample",2013-10-15
"332","Aquatic Ecology","ES1013B0045","A0D82691360","Toe Drain Bl YWA","YB - Fall Study","ES1013B0244",2013-10-15 12:32:00,"Normal Sample",2013-10-15
"333","Aquatic Ecology","ES1013B0049","A0D82691360","Toe Drain Bl YWA","YB - Fall Study","ES1013B0295",2013-10-22 00:46:00,"Normal Sample",2013-10-22
"334","Aquatic Ecology","ES1013B0049","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES1013B0287",2013-10-22 09:19:00,"Normal Sample",2013-10-22
"335","Aquatic Ecology","ES1013B0049","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES1013B0307",2013-10-22 10:20:00,"Normal Sample",2013-10-22
"336","Aquatic Ecology","ES1013B0049","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES1013B0299",2013-10-22 10:23:00,"Normal Sample",2013-10-22
"337","Aquatic Ecology","ES1013B0049","B9D81040386","SRV - Vieira's","YB - Fall Study","ES1013B0305",2013-10-22 10:36:00,"Normal Sample",2013-10-22
"338","Aquatic Ecology","ES1013B0049","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES1013B0289",2013-10-22 10:46:00,"Normal Sample",2013-10-22
"339","Aquatic Ecology","ES1013B0049","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES1013B0303",2013-10-22 11:00:00,"Normal Sample",2013-10-22
"340","Aquatic Ecology","ES1013B0049","B9D81450411","Liberty at S End","YB - Fall Study","ES1013B0301",2013-10-22 11:12:00,"Normal Sample",2013-10-22
"341","Aquatic Ecology","ES1013B0049","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES1013B0291",2013-10-22 11:32:00,"Normal Sample",2013-10-22
"342","Aquatic Ecology","ES1013B0049","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES1013B0297",2013-10-22 11:42:00,"Normal Sample",2013-10-22
"343","Aquatic Ecology","ES1013B0060","A0000000","YB @ RSTR","Yolo Bypass 2013","ES1013B0430",2013-10-30 08:50:00,"Normal Sample",2013-10-30
"344","Aquatic Ecology","ES1013B0060","A0290400","Lisbon Sl @Toe Drain","Yolo Bypass 2013","ES1013B0431",2013-10-30 10:24:00,"Normal Sample",2013-10-30
"345","Aquatic Ecology","ES0614B0033","A0290400","Lisbon Sl @Toe Drain","Yolo Bypass 2013","ES0614B0160",2014-06-09 10:50:00,"Normal Sample",2014-06-09
"346","Aquatic Ecology","ES0814B0039","B9D81450411","Liberty at S End","YB - Fall Study from 0310 -KP","ES0814B0216",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"347","Aquatic Ecology","ES0814B0039","A0D82120386","Toe Drain at STTD","YB - Fall Study from 0310 -KP","ES0814B0214",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"348","Aquatic Ecology","ES0814B0039","A0D84761435","Ridge Cut Slough","YB - Fall Study from 0310 -KP","ES0814B0208",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"349","Aquatic Ecology","ES0814B0039","B9D81040386","SRV - Vieira's","YB - Fall Study from 0310 -KP","ES0814B0218",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"350","Aquatic Ecology","ES0814B0039","B9D80960412","RVB - Rio Vista","YB - Fall Study from 0310 -KP","ES0814B0219",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"351","Aquatic Ecology","ES0814B0039","B9D81281402","RYI - Cache Slough","YB - Fall Study from 0310 -KP","ES0814B0217",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"352","Aquatic Ecology","ES0814B0039","A1030000","Woodland Wasetwater","YB - Fall Study from 0310 -KP","ES0814B0209",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"353","Aquatic Ecology","ES0814B0039","A0033300","Davis Wastewater","YB - Fall Study from 0310 -KP","ES0814B0211",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"354","Aquatic Ecology","ES0814B0039","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study from 0310 -KP","ES0814B0215",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"355","Aquatic Ecology","ES0814B0039","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study from 0310 -KP","ES0814B0210",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"356","Aquatic Ecology","ES0814B0038","A0D84761435","Ridge Cut Slough","YB - Fall Study from 0310 -KP","ES0814B0183",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"357","Aquatic Ecology","ES0814B0039","A0D83441350","Toe Drain@ I-80","YB - Fall Study from 0310 -KP","ES0814B0212",2014-08-04 00:00:00,"Normal Sample",2014-08-04
"358","Aquatic Ecology","ES0814B0042","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0814B0261",2014-08-06 10:34:00,"Normal Sample",2014-08-06
"359","Aquatic Ecology","ES0814B0048","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0814B0316",2014-08-21 09:23:00,"Normal Sample",2014-08-21
"360","Aquatic Ecology","ES0814B0052","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0814B0356",2014-08-27 09:30:00,"Normal Sample",2014-08-27
"361","Aquatic Ecology","ES1014B0069","A1030000","Woodland Wasetwater","YB - Fall Study","ES1014B0533",2014-10-13 00:00:00,"Normal Sample",2014-10-13
"362","Aquatic Ecology","ES1114B0073","B9D82851352","Toe Drain YB LISBON","Lisbon Weir - Nutrient and Phyto","ES1114B0581",2014-11-06 10:17:00,"Replicate, Specific Analyte(s)",2014-11-06
"363","Aquatic Ecology","ES1114B0073","B9D82851352","Toe Drain YB LISBON","Lisbon Weir - Nutrient and Phyto","ES1114B0579",2014-11-06 10:17:00,"Normal Sample",2014-11-06
"364","Aquatic Ecology","ES0815B0045","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0815B0245",2015-08-03 08:45:00,"Normal Sample",2015-08-03
"365","Aquatic Ecology","ES0815B0045","A1030000","Woodland Wasetwater","YB - Fall Study","ES0815B0246",2015-08-03 09:11:00,"Normal Sample",2015-08-03
"366","Aquatic Ecology","ES0815B0045","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0815B0257",2015-08-03 09:30:00,"Replicate, Specific Analyte(s)",2015-08-03
"367","Aquatic Ecology","ES0815B0045","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0815B0247",2015-08-03 09:30:00,"Normal Sample",2015-08-03
"368","Aquatic Ecology","ES0815B0045","A0033300","Davis Wastewater","YB - Fall Study","ES0815B0248",2015-08-03 10:20:00,"Normal Sample",2015-08-03
"369","Aquatic Ecology","ES0815B0045","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0815B0249",2015-08-03 10:45:00,"Normal Sample",2015-08-03
"370","Aquatic Ecology","ES0815B0045","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0815B0250",2015-08-03 11:16:00,"Normal Sample",2015-08-03
"371","Aquatic Ecology","ES0815B0048","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0815B0373",2015-08-13 08:36:00,"Normal Sample",2015-08-13
"372","Aquatic Ecology","ES0815B0050","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0815B0394",2015-08-13 09:51:00,"Normal Sample",2015-08-13
"373","Aquatic Ecology","ES0815B0048","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES0815B0379",2015-08-13 09:55:00,"Normal Sample",2015-08-13
"374","Aquatic Ecology","ES0815B0048","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES0815B0380",2015-08-13 10:20:00,"Normal Sample",2015-08-13
"375","Aquatic Ecology","ES0815B0048","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES0815B0385",2015-08-13 10:20:00,"Replicate, Specific Analyte(s)",2015-08-13
"376","Aquatic Ecology","ES0815B0048","A1030000","Woodland Wasetwater","YB - Fall Study","ES0815B0374",2015-08-13 10:26:00,"Normal Sample",2015-08-13
"377","Aquatic Ecology","ES0815B0048","B9D81450411","Liberty at S End","YB - Fall Study","ES0815B0381",2015-08-13 10:35:00,"Normal Sample",2015-08-13
"378","Aquatic Ecology","ES0815B0048","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES0815B0382",2015-08-13 10:45:00,"Normal Sample",2015-08-13
"379","Aquatic Ecology","ES0815B0048","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0815B0375",2015-08-13 10:49:00,"Normal Sample",2015-08-13
"380","Aquatic Ecology","ES0815B0048","B9D81040386","SRV - Vieira's","YB - Fall Study","ES0815B0383",2015-08-13 11:00:00,"Normal Sample",2015-08-13
"381","Aquatic Ecology","ES0815B0048","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES0815B0384",2015-08-13 11:10:00,"Normal Sample",2015-08-13
"382","Aquatic Ecology","ES0815B0048","A0033300","Davis Wastewater","YB - Fall Study","ES0815B0376",2015-08-13 11:20:00,"Normal Sample",2015-08-13
"383","Aquatic Ecology","ES0815B0048","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0815B0377",2015-08-13 11:50:00,"Normal Sample",2015-08-13
"384","Aquatic Ecology","ES0815B0048","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0815B0378",2015-08-13 12:05:00,"Normal Sample",2015-08-13
"385","Aquatic Ecology","ES0815B0052","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0815B0425",2015-08-18 06:55:00,"Replicate, Specific Analyte(s)",2015-08-18
"386","Aquatic Ecology","ES0815B0052","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0815B0413",2015-08-18 06:55:00,"Normal Sample",2015-08-18
"387","Aquatic Ecology","ES0815B0053","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0815B0428",2015-08-18 07:19:00,"Normal Sample",2015-08-18
"388","Aquatic Ecology","ES0815B0052","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0815B0417",2015-08-18 14:44:00,"Normal Sample",2015-08-18
"389","Aquatic Ecology","ES0815B0052","A0033300","Davis Wastewater","YB - Fall Study","ES0815B0416",2015-08-18 15:04:00,"Normal Sample",2015-08-18
"390","Aquatic Ecology","ES0815B0052","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0815B0415",2015-08-18 15:40:00,"Normal Sample",2015-08-18
"391","Aquatic Ecology","ES0815B0052","A1030000","Woodland Wasetwater","YB - Fall Study","ES0815B0414",2015-08-19 10:12:00,"Normal Sample",2015-08-19
"392","Aquatic Ecology","ES0815B0055","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0815B0447",2015-08-27 09:03:00,"Normal Sample",2015-08-27
"393","Aquatic Ecology","ES0815B0055","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES0815B0453",2015-08-27 09:37:00,"Normal Sample",2015-08-27
"394","Aquatic Ecology","ES0815B0057","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0815B0465",2015-08-27 09:40:00,"Normal Sample",2015-08-27
"395","Aquatic Ecology","ES0815B0055","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES0815B0454",2015-08-27 09:50:00,"Normal Sample",2015-08-27
"396","Aquatic Ecology","ES0815B0055","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0815B0449",2015-08-27 10:01:00,"Normal Sample",2015-08-27
"397","Aquatic Ecology","ES0815B0055","B9D81450411","Liberty at S End","YB - Fall Study","ES0815B0455",2015-08-27 10:04:00,"Normal Sample",2015-08-27
"398","Aquatic Ecology","ES0815B0055","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES0815B0456",2015-08-27 10:13:00,"Normal Sample",2015-08-27
"399","Aquatic Ecology","ES0815B0055","B9D81040386","SRV - Vieira's","YB - Fall Study","ES0815B0457",2015-08-27 10:28:00,"Normal Sample",2015-08-27
"400","Aquatic Ecology","ES0815B0055","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES0815B0458",2015-08-27 10:38:00,"Normal Sample",2015-08-27
"401","Aquatic Ecology","ES0815B0055","A1030000","Woodland Wasetwater","YB - Fall Study","ES0815B0448",2015-08-27 11:30:00,"Normal Sample",2015-08-27
"402","Aquatic Ecology","ES0815B0055","A0033300","Davis Wastewater","YB - Fall Study","ES0815B0450",2015-08-27 12:03:00,"Normal Sample",2015-08-27
"403","Aquatic Ecology","ES0815B0055","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0815B0451",2015-08-27 12:24:00,"Normal Sample",2015-08-27
"404","Aquatic Ecology","ES0815B0055","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0815B0452",2015-08-27 13:52:00,"Normal Sample",2015-08-27
"405","Aquatic Ecology","ES0815B0055","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0815B0459",2015-08-27 13:52:00,"Replicate, Specific Analyte(s)",2015-08-27
"406","Aquatic Ecology","ES0915B0058","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0915B0478",2015-09-01 09:05:00,"Normal Sample",2015-09-01
"407","Aquatic Ecology","ES0915B0058","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0915B0479",2015-09-01 09:40:00,"Normal Sample",2015-09-01
"408","Aquatic Ecology","ES0915B0058","A1030000","Woodland Wasetwater","YB - Fall Study","ES0915B0480",2015-09-01 10:20:00,"Normal Sample",2015-09-01
"409","Aquatic Ecology","ES0915B0058","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0915B0481",2015-09-01 10:55:00,"Normal Sample",2015-09-01
"410","Aquatic Ecology","ES0915B0058","A0033300","Davis Wastewater","YB - Fall Study","ES0915B0482",2015-09-01 11:20:00,"Normal Sample",2015-09-01
"411","Aquatic Ecology","ES0915B0058","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0915B0483",2015-09-01 11:45:00,"Normal Sample",2015-09-01
"412","Aquatic Ecology","ES0915B0058","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0915B0484",2015-09-01 12:25:00,"Normal Sample",2015-09-01
"413","Aquatic Ecology","ES0915B0060","B9D82851352","Toe Drain YB LISBON","YB - Fall Study","ES0915B0505",2015-09-10 09:15:00,"Normal Sample",2015-09-10
"414","Aquatic Ecology","ES0915B0060","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0915B0504",2015-09-10 09:52:00,"Normal Sample",2015-09-10
"415","Aquatic Ecology","ES0915B0060","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES0915B0506",2015-09-10 10:02:00,"Normal Sample",2015-09-10
"416","Aquatic Ecology","ES0915B0060","A0033300","Davis Wastewater","YB - Fall Study","ES0915B0503",2015-09-10 10:12:00,"Normal Sample",2015-09-10
"417","Aquatic Ecology","ES0915B0060","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES0915B0507",2015-09-10 10:20:00,"Normal Sample",2015-09-10
"418","Aquatic Ecology","ES0915B0060","B9D81450411","Liberty at S End","YB - Fall Study","ES0915B0508",2015-09-10 10:32:00,"Normal Sample",2015-09-10
"419","Aquatic Ecology","ES0915B0060","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES0915B0509",2015-09-10 10:50:00,"Normal Sample",2015-09-10
"420","Aquatic Ecology","ES0915B0060","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0915B0499",2015-09-10 11:00:00,"Normal Sample",2015-09-10
"421","Aquatic Ecology","ES0915B0060","B9D81040386","SRV - Vieira's","YB - Fall Study","ES0915B0510",2015-09-10 11:00:00,"Normal Sample",2015-09-10
"422","Aquatic Ecology","ES0915B0060","B9D80960412","RVB - Rio Vista","YB - Fall Study","ES0915B0511",2015-09-10 11:12:00,"Normal Sample",2015-09-10
"423","Aquatic Ecology","ES0915B0060","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0915B0500",2015-09-10 11:40:00,"Normal Sample",2015-09-10
"424","Aquatic Ecology","ES0915B0060","A1030000","Woodland Wasetwater","YB - Fall Study","ES0915B0501",2015-09-10 12:11:00,"Normal Sample",2015-09-10
"425","Aquatic Ecology","ES0915B0060","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0915B0512",2015-09-10 12:30:00,"Replicate, Specific Analyte(s)",2015-09-10
"426","Aquatic Ecology","ES0915B0060","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0915B0502",2015-09-10 12:30:00,"Normal Sample",2015-09-10
"427","Aquatic Ecology","ES0915B0061","A0033300","Davis Wastewater","YB - Fall Study","ES0915B0518",2015-09-15 07:25:00,"Normal Sample",2015-09-15
"428","Aquatic Ecology","ES0915B0061","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0915B0519",2015-09-15 07:48:00,"Normal Sample",2015-09-15
"429","Aquatic Ecology","ES0915B0061","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0915B0517",2015-09-15 14:45:00,"Normal Sample",2015-09-15
"430","Aquatic Ecology","ES0915B0061","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0915B0514",2015-09-15 15:11:00,"Normal Sample",2015-09-15
"431","Aquatic Ecology","ES0915B0061","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0915B0515",2015-09-15 15:36:00,"Normal Sample",2015-09-15
"432","Aquatic Ecology","ES0915B0061","A1030000","Woodland Wasetwater","YB - Fall Study","ES0915B0516",2015-09-15 16:00:00,"Normal Sample",2015-09-15
"433","Aquatic Ecology","ES0915B0064","A0D84761435","Ridge Cut Slough","YB - Fall Study","ES0915B0538",2015-09-21 09:03:00,"Normal Sample",2015-09-21
"434","Aquatic Ecology","ES0915B0064","A0L842113852","Knaggs Ranch - Oulet","YB - Fall Study","ES0915B0539",2015-09-21 09:28:00,"Normal Sample",2015-09-21
"435","Aquatic Ecology","ES0915B0064","A1030000","Woodland Wasetwater","YB - Fall Study","ES0915B0540",2015-09-21 09:57:00,"Normal Sample",2015-09-21
"436","Aquatic Ecology","ES0915B0064","A0D84061386","Toe Drain at Rd. 22","YB - Fall Study","ES0915B0541",2015-09-21 10:19:00,"Normal Sample",2015-09-21
"437","Aquatic Ecology","ES0915B0064","A0D82120386","Toe Drain at STTD","YB - Fall Study","ES0915B0545",2015-09-21 10:26:00,"Normal Sample",2015-09-21
"438","Aquatic Ecology","ES0915B0064","B9D81651399","BL5 -Below Toe Drain","YB - Fall Study","ES0915B0546",2015-09-21 10:44:00,"Normal Sample",2015-09-21
"439","Aquatic Ecology","ES0915B0064","A0033300","Davis Wastewater","YB - Fall Study","ES0915B0542",2015-09-21 10:54:00,"Normal Sample",2015-09-21
"440","Aquatic Ecology","ES0915B0064","B9D81450411","Liberty at S End","YB - Fall Study","ES0915B0547",2015-09-21 10:55:00,"Normal Sample",2015-09-21
"441","Aquatic Ecology","ES0915B0064","B9D81281402","RYI - Cache Slough","YB - Fall Study","ES0915B0548",2015-09-21 11:05:00,"Normal Sample",2015-09-21
"442","Aquatic Ecology","ES0915B0064","A0D83441350","Toe Drain@ I-80","YB - Fall Study","ES0915B0543",2015-09-21 11:16:00,"Normal Sample",2015-09-21
"443","Aquatic Ecology","ES0915B0064","B9D81040386","SRV - Vieira's","YB - Fall Study","ES0915B0549",2015-09-21 11:20:00,"Normal Sample",2015-09-21
