,ACT_UNIT_NAME,RunCode,StationNumber,StationName,RunName,SAM_Code,Datetime,SampleType,SamplingDate,Action
12,Aquatic Ecology,ESF0212B0037,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0212B0334,2/22/2012 12:20,Normal Sample,2/22/2012,
13,Aquatic Ecology,ESF0212B0038,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0212B0338,2/29/2012 11:15,Normal Sample,2/29/2012,
14,Aquatic Ecology,ESF0212B0038,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0312B0350,2/29/2012 11:15,Replicate Sample,2/29/2012,
15,Aquatic Ecology,ESF0212B0038,A0L842113851,Knaggs Ranch - Inlet,Yolo Bypass 2012,ESF0312B0349,2/29/2012 12:15,Replicate Sample,2/29/2012,
16,Aquatic Ecology,ESF0212B0038,A0L842113851,Knaggs Ranch - Inlet,Yolo Bypass 2012,ESF0212B0337,2/29/2012 12:15,Normal Sample,2/29/2012,
17,Aquatic Ecology,ESF0312B0039,A0L842113851,Knaggs Ranch - Inlet,Yolo Bypass 2012,ESF0312B0345,3/8/2012 11:00,Replicate Sample,3/8/2012,
18,Aquatic Ecology,ESF0312B0039,A0L842113851,Knaggs Ranch - Inlet,Yolo Bypass 2012,ESF0312B0341,3/8/2012 11:00,Normal Sample,3/8/2012,
19,Aquatic Ecology,ESF0312B0039,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0312B0346,3/8/2012 12:00,Replicate Sample,3/8/2012,
20,Aquatic Ecology,ESF0312B0039,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0312B0342,3/8/2012 12:00,Normal Sample,3/8/2012,
23,Aquatic Ecology,ESH0812B0008,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESH0812B0029,8/31/2012 13:38,Normal Sample,8/31/2012,
24,Aquatic Ecology,ESH0812B0008,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass 2012,ESH0812B0030,8/31/2012 14:22,Normal Sample,8/31/2012,
28,Aquatic Ecology,ESH0812B0008,A0D82691360,Toe Drain Bl YWA,Yolo Bypass 2012,ESH0812B0038,8/31/2012 15:52,Normal Sample,8/31/2012,
36,Aquatic Ecology,ESF0912B0001,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0912B0001,9/4/2012 17:00,Normal Sample,9/4/2012,
37,Aquatic Ecology,ESF0912B0001,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass 2012,ESF0912B0002,9/4/2012 17:06,Normal Sample,9/4/2012,
40,Aquatic Ecology,ESF0912B0001,A0D82691360,Toe Drain Bl YWA,Yolo Bypass 2012,ESF0912B0005,9/4/2012 18:16,Normal Sample,9/4/2012,
42,Aquatic Ecology,ESF0912B0003,A4000000,Below Sacramento,Yolo Bypass 2012,ESF0912B0023,9/7/2012 8:28,Normal Sample,9/7/2012,
47,Aquatic Ecology,ESF0912B0003,A0D82691360,Toe Drain Bl YWA,Yolo Bypass 2012,ESF0912B0032,9/7/2012 9:45,Normal Sample,9/7/2012,
51,Aquatic Ecology,ESF0912B0003,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass 2012,ESF0912B0035,9/7/2012 15:57,Normal Sample,9/7/2012,
52,Aquatic Ecology,ESF0912B0003,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0912B0036,9/7/2012 16:47,Normal Sample,9/7/2012,
55,Aquatic Ecology,ESF0912B0005,A4000000,Below Sacramento,Yolo Bypass 2012,ESF0912B0039,9/11/2012 9:07,Normal Sample,9/11/2012,
60,Aquatic Ecology,ESF0912B0005,A0D82691360,Toe Drain Bl YWA,Yolo Bypass 2012,ESF0912B0044,9/11/2012 10:20,Normal Sample,9/11/2012,
63,Aquatic Ecology,ESF0912B0005,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass 2012,ESF0912B0047,9/11/2012 15:10,Normal Sample,9/11/2012,
64,Aquatic Ecology,ESF0912B0005,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass 2012,ESF0912B0048,9/11/2012 15:50,Normal Sample,9/11/2012,
66,Aquatic Ecology,ESF0912B0007,A4000000,Below Sacramento,Yolo Bypass - Fall Study,ESF0912B0063,9/14/2012 8:15,Normal Sample,9/14/2012,
71,Aquatic Ecology,ESF0912B0007,A0D82691360,Toe Drain Bl YWA,Yolo Bypass - Fall Study,ESF0912B0068,9/14/2012 9:07,Normal Sample,9/14/2012,
75,Aquatic Ecology,ESF0912B0007,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass - Fall Study,ESF0912B0071,9/14/2012 16:50,Normal Sample,9/14/2012,
76,Aquatic Ecology,ESF0912B0007,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass - Fall Study,ESF0912B0070,9/14/2012 17:32,Normal Sample,9/14/2012,
78,Aquatic Ecology,ESF0912B0008,A4000000,Below Sacramento,Yolo Bypass - Fall Study,ESF0912B0075,9/17/2012 9:13,Normal Sample,9/17/2012,
83,Aquatic Ecology,ESF0912B0008,A0D82691360,Toe Drain Bl YWA,Yolo Bypass - Fall Study,ESF0912B0080,9/17/2012 10:27,Normal Sample,9/17/2012,
87,Aquatic Ecology,ESF0912B0008,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass - Fall Study,ESF0912B0083,9/17/2012 16:00,Normal Sample,9/17/2012,
88,Aquatic Ecology,ESF0912B0008,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass - Fall Study,ESF0912B0082,9/17/2012 16:30,Normal Sample,9/17/2012,
90,Aquatic Ecology,ESH0912B0010,A4000000,Below Sacramento,Yolo Bypass - Fall Study,ESH0912B0041,9/25/2012 9:12,Normal Sample,9/25/2012,
95,Aquatic Ecology,ESH0912B0010,A0D82691360,Toe Drain Bl YWA,Yolo Bypass - Fall Study,ESH0912B0046,9/25/2012 10:30,Normal Sample,9/25/2012,
99,Aquatic Ecology,ESH0912B0010,J06179704281767,Tule Canal@ Rd 22,Yolo Bypass - Fall Study,ESH0912B0049,9/25/2012 13:00,Normal Sample,9/25/2012,
100,Aquatic Ecology,ESH0912B0010,A0L842113852,Knaggs Ranch - Oulet,Yolo Bypass - Fall Study,ESH0912B0048,9/25/2012 13:45,Normal Sample,9/25/2012,
105,Aquatic Ecology,ESF1012B0012,A4000000,Below Sacramento,Yolo Bypass - Fall Study,ESF1012B0124,10/15/2012 11:30,Normal Sample,10/15/2012,
108,Aquatic Ecology,ESH0613B0026,(NONE),( None ),Yolo Bypass 2013,ESH0613B0133,6/25/2013 0:00,Normal Sample,6/25/2013,
125,Aquatic Ecology,EA0713B0187,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0713B1260,7/31/2013 16:07,Normal Sample,7/31/2013,
126,Aquatic Ecology,EA0713B0187,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0713B1261,7/31/2013 16:07,Replicate Sample,7/31/2013,
143,Aquatic Ecology,EA0813B0197,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1329,8/6/2013 12:27,Replicate Sample,8/6/2013,
144,Aquatic Ecology,EA0813B0197,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1328,8/6/2013 12:27,Normal Sample,8/6/2013,
159,Aquatic Ecology,EA0813B0217,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1514,8/15/2013 14:07,Replicate Sample,8/15/2013,
160,Aquatic Ecology,EA0813B0217,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1513,8/15/2013 14:07,Normal Sample,8/15/2013,
181,Aquatic Ecology,EA0813B0229,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1640,8/26/2013 11:50,Normal Sample,8/26/2013,
182,Aquatic Ecology,EA0813B0229,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0813B1641,8/26/2013 11:50,Replicate Sample,8/26/2013,
187,Aquatic Ecology,EA0913B0247,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B1801,9/5/2013 12:20,Replicate Sample,9/5/2013,
188,Aquatic Ecology,EA0913B0247,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B1800,9/5/2013 12:20,Normal Sample,9/5/2013,
217,Aquatic Ecology,EA0913B0254,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B1931,9/12/2013 15:10,Normal Sample,9/12/2013,
218,Aquatic Ecology,EA0913B0254,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B1932,9/12/2013 15:10,Replicate Sample,9/12/2013,
223,Aquatic Ecology,EA0913B0265,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2059,9/17/2013 11:15,"Replicate, Specific Analyte(s)",9/17/2013,
228,Aquatic Ecology,EA0913B0265,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2057,9/17/2013 12:14,Replicate Sample,9/17/2013,
229,Aquatic Ecology,EA0913B0265,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2056,9/17/2013 12:14,Normal Sample,9/17/2013,
258,Aquatic Ecology,EA0913B0271,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2142,9/23/2013 13:25,Normal Sample,9/23/2013,
259,Aquatic Ecology,EA0913B0271,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2143,9/23/2013 13:25,Replicate Sample,9/23/2013,
276,Aquatic Ecology,EA0913B0276,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2233,9/26/2013 12:36,Replicate Sample,9/26/2013,
277,Aquatic Ecology,EA0913B0276,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA0913B2232,9/26/2013 12:36,Normal Sample,9/26/2013,
302,Aquatic Ecology,EA1013B0287,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA1013B2360,10/1/2013 13:47,Normal Sample,10/1/2013,
303,Aquatic Ecology,EA1013B0287,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,EA1013B2361,10/1/2013 13:47,Replicate Sample,10/1/2013,
322,Aquatic Ecology,ES1013B0043,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,ES1013B0188,10/8/2013 13:52,Normal Sample,10/8/2013,
332,Aquatic Ecology,ES1013B0045,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,ES1013B0244,10/15/2013 12:32,Normal Sample,10/15/2013,
333,Aquatic Ecology,ES1013B0049,A0D82691360,Toe Drain Bl YWA,YB - Fall Study,ES1013B0295,10/22/2013 0:46,Normal Sample,10/22/2013,
353,Aquatic Ecology,ES0814B0039,A0033300,Davis Wastewater,YB - Fall Study from 0310 -KP,ES0814B0211,8/4/2014 0:00,Normal Sample,8/4/2014,
352,Aquatic Ecology,ES0814B0039,A1030000,Woodland Wasetwater,YB - Fall Study from 0310 -KP,ES0814B0209,8/4/2014 0:00,Normal Sample,8/4/2014,
358,Aquatic Ecology,ES0814B0042,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0814B0261,8/6/2014 10:34,Normal Sample,8/6/2014,
359,Aquatic Ecology,ES0814B0048,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0814B0316,8/21/2014 9:23,Normal Sample,8/21/2014,
360,Aquatic Ecology,ES0814B0052,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0814B0356,8/27/2014 9:30,Normal Sample,8/27/2014,
361,Aquatic Ecology,ES1014B0069,A1030000,Woodland Wasetwater,YB - Fall Study,ES1014B0533,10/13/2014 0:00,Normal Sample,10/13/2014,
364,Aquatic Ecology,ES0815B0045,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0815B0245,8/3/2015 8:45,Normal Sample,8/3/2015,
365,Aquatic Ecology,ES0815B0045,A1030000,Woodland Wasetwater,YB - Fall Study,ES0815B0246,8/3/2015 9:11,Normal Sample,8/3/2015,
368,Aquatic Ecology,ES0815B0045,A0033300,Davis Wastewater,YB - Fall Study,ES0815B0248,8/3/2015 10:20,Normal Sample,8/3/2015,
372,Aquatic Ecology,ES0815B0050,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0815B0394,8/13/2015 9:51,Normal Sample,8/13/2015,
376,Aquatic Ecology,ES0815B0048,A1030000,Woodland Wasetwater,YB - Fall Study,ES0815B0374,8/13/2015 10:26,Normal Sample,8/13/2015,
382,Aquatic Ecology,ES0815B0048,A0033300,Davis Wastewater,YB - Fall Study,ES0815B0376,8/13/2015 11:20,Normal Sample,8/13/2015,
387,Aquatic Ecology,ES0815B0053,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0815B0428,8/18/2015 7:19,Normal Sample,8/18/2015,
389,Aquatic Ecology,ES0815B0052,A0033300,Davis Wastewater,YB - Fall Study,ES0815B0416,8/18/2015 15:04,Normal Sample,8/18/2015,
391,Aquatic Ecology,ES0815B0052,A1030000,Woodland Wasetwater,YB - Fall Study,ES0815B0414,8/19/2015 10:12,Normal Sample,8/19/2015,
394,Aquatic Ecology,ES0815B0057,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0815B0465,8/27/2015 9:40,Normal Sample,8/27/2015,
401,Aquatic Ecology,ES0815B0055,A1030000,Woodland Wasetwater,YB - Fall Study,ES0815B0448,8/27/2015 11:30,Normal Sample,8/27/2015,
402,Aquatic Ecology,ES0815B0055,A0033300,Davis Wastewater,YB - Fall Study,ES0815B0450,8/27/2015 12:03,Normal Sample,8/27/2015,
407,Aquatic Ecology,ES0915B0058,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0915B0479,9/1/2015 9:40,Normal Sample,9/1/2015,
408,Aquatic Ecology,ES0915B0058,A1030000,Woodland Wasetwater,YB - Fall Study,ES0915B0480,9/1/2015 10:20,Normal Sample,9/1/2015,
410,Aquatic Ecology,ES0915B0058,A0033300,Davis Wastewater,YB - Fall Study,ES0915B0482,9/1/2015 11:20,Normal Sample,9/1/2015,
416,Aquatic Ecology,ES0915B0060,A0033300,Davis Wastewater,YB - Fall Study,ES0915B0503,9/10/2015 10:12,Normal Sample,9/10/2015,
423,Aquatic Ecology,ES0915B0060,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0915B0500,9/10/2015 11:40,Normal Sample,9/10/2015,
424,Aquatic Ecology,ES0915B0060,A1030000,Woodland Wasetwater,YB - Fall Study,ES0915B0501,9/10/2015 12:11,Normal Sample,9/10/2015,
427,Aquatic Ecology,ES0915B0061,A0033300,Davis Wastewater,YB - Fall Study,ES0915B0518,9/15/2015 7:25,Normal Sample,9/15/2015,
431,Aquatic Ecology,ES0915B0061,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0915B0515,9/15/2015 15:36,Normal Sample,9/15/2015,
432,Aquatic Ecology,ES0915B0061,A1030000,Woodland Wasetwater,YB - Fall Study,ES0915B0516,9/15/2015 16:00,Normal Sample,9/15/2015,
434,Aquatic Ecology,ES0915B0064,A0L842113852,Knaggs Ranch - Oulet,YB - Fall Study,ES0915B0539,9/21/2015 9:28,Normal Sample,9/21/2015,
435,Aquatic Ecology,ES0915B0064,A1030000,Woodland Wasetwater,YB - Fall Study,ES0915B0540,9/21/2015 9:57,Normal Sample,9/21/2015,
439,Aquatic Ecology,ES0915B0064,A0033300,Davis Wastewater,YB - Fall Study,ES0915B0542,9/21/2015 10:54,Normal Sample,9/21/2015,
448,Aquatic Ecology,ES1015B0067,A1030000,Woodland Wasetwater,YB - Fall Study,ES1015B0573,10/1/2015 9:21,Normal Sample,10/1/2015,
450,Aquatic Ecology,ES1015B0067,A0033300,Davis Wastewater,YB - Fall Study,ES1015B0575,10/1/2015 11:17,Normal Sample,10/1/2015,
454,Aquatic Ecology,ES1015B0069,A1030000,Woodland Wasetwater,YB - Fall Study,ES1015B0594,10/8/2015 8:55,Normal Sample,10/8/2015,
457,Aquatic Ecology,ES1015B0069,A0033300,Davis Wastewater,YB - Fall Study,ES1015B0596,10/8/2015 9:50,Normal Sample,10/8/2015,
466,Aquatic Ecology,ES1015B0070,A0033300,Davis Wastewater,YB - Fall Study,ES1015B0611,10/14/2015 8:00,Normal Sample,10/14/2015,
467,Aquatic Ecology,ES1015B0070,A1030000,Woodland Wasetwater,YB - Fall Study,ES1015B0609,10/14/2015 10:10,Normal Sample,10/14/2015,
469,Aquatic Ecology,ES1015B0072,A1030000,Woodland Wasetwater,YB - Fall Study,ES1015B0630,10/19/2015 8:52,Normal Sample,10/19/2015,
472,Aquatic Ecology,ES1015B0072,A0033300,Davis Wastewater,YB - Fall Study,ES1015B0632,10/19/2015 10:00,Normal Sample,10/19/2015,
482,Aquatic Ecology,ES1015B0073,A1030000,Woodland Wasetwater,YB - Fall Study,ES1015B0645,10/27/2015 9:44,Normal Sample,10/27/2015,
484,Aquatic Ecology,ES1015B0073,A0033300,Davis Wastewater,YB - Fall Study,ES1015B0647,10/27/2015 10:39,Normal Sample,10/27/2015,
495,Aquatic Ecology,ES0716B0048,A1030000,Woodland Wasetwater,YB - Fall Study,ES0716B0417,7/20/2016 10:53,Normal Sample,7/20/2016,
496,Aquatic Ecology,ES0716B0048,A0033300,Davis Wastewater,YB - Fall Study,ES0716B0419,7/20/2016 12:30,Normal Sample,7/20/2016,
499,Aquatic Ecology,ES0716B0053,A1030000,Woodland Wasetwater,YB - Fall Study,ES0716B0456,7/28/2016 9:07,Normal Sample,7/28/2016,
502,Aquatic Ecology,ES0716B0053,A0033300,Davis Wastewater,YB - Fall Study,ES0716B0458,7/28/2016 10:15,Normal Sample,7/28/2016,
511,Aquatic Ecology,ES0816B0060,A1030000,Woodland Wasetwater,YB - Fall Study,ES0816B0555,8/3/2016 12:03,Normal Sample,8/3/2016,
512,Aquatic Ecology,ES0816B0060,A0033300,Davis Wastewater,YB - Fall Study,ES0816B0557,8/3/2016 12:45,Normal Sample,8/3/2016,
514,Aquatic Ecology,ES0816B0062,A1030000,Woodland Wasetwater,YB - Fall Study,ES0816B0576,8/9/2016 9:20,Normal Sample,8/9/2016,
516,Aquatic Ecology,ES0816B0062,A0033300,Davis Wastewater,YB - Fall Study,ES0816B0578,8/9/2016 10:02,Normal Sample,8/9/2016,
525,Aquatic Ecology,ES0816B0064,A1030000,Woodland Wasetwater,YB - Fall Study,ES0816B0606,8/17/2016 9:22,Normal Sample,8/17/2016,
526,Aquatic Ecology,ES0816B0064,A0033300,Davis Wastewater,YB - Fall Study,ES0816B0608,8/17/2016 10:59,Normal Sample,8/17/2016,
529,Aquatic Ecology,ES0816B0068,A1030000,Woodland Wasetwater,YB - Fall Study,ES0816B0654,8/25/2016 8:32,Normal Sample,8/25/2016,
531,Aquatic Ecology,ES0816B0068,A0033300,Davis Wastewater,YB - Fall Study,ES0816B0656,8/25/2016 9:46,Normal Sample,8/25/2016,
541,Aquatic Ecology,ES0916B0073,A1030000,Woodland Wasetwater,YB - Fall Study,ES0916B0720,9/8/2016 8:40,Normal Sample,9/8/2016,
544,Aquatic Ecology,ES0916B0073,A0033300,Davis Wastewater,YB - Fall Study,ES0916B0722,9/8/2016 10:20,Normal Sample,9/8/2016,
553,Aquatic Ecology,ES0916B0074,A1030000,Woodland Wasetwater,YB - Fall Study,ES0916B0735,9/13/2016 10:52,Normal Sample,9/13/2016,
554,Aquatic Ecology,ES0916B0074,A0033300,Davis Wastewater,YB - Fall Study,ES0916B0737,9/13/2016 11:55,Normal Sample,9/13/2016,
567,Aquatic Ecology,ES0617B0064,A1030000,Woodland Wasetwater,YB - Fall Study,ES0617B0984,6/29/2017 12:00,Normal Sample,6/29/2017,
568,Aquatic Ecology,ES0617B0064,A0033300,Davis Wastewater,YB - Fall Study,ES0617B0986,6/29/2017 13:56,Normal Sample,6/29/2017,
570,Aquatic Ecology,ES0717B0066,A1030000,Woodland Wasetwater,YB - Fall Study,ES0717B1006,7/6/2017 9:30,Normal Sample,7/6/2017,
572,Aquatic Ecology,ES0717B0066,A0033300,Davis Wastewater,YB - Fall Study,ES0717B1008,7/6/2017 10:42,Normal Sample,7/6/2017,
575,Aquatic Ecology,ES0817B0075,A1030000,Woodland Wasetwater,YB - Fall Study,ES0817B1193,8/3/2017 9:40,Normal Sample,8/3/2017,
576,Aquatic Ecology,ES0817B0075,A0033300,Davis Wastewater,YB - Fall Study,ES0817B1195,8/3/2017 11:10,Normal Sample,8/3/2017,
577,Aquatic Ecology,ES0819B0023,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0258,8/5/2019 12:30,Blank; Equipment,8/5/2019,
578,Aquatic Ecology,ES0819B0023c,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0259,8/6/2019 15:00,Blank; Equipment,8/6/2019,
579,Aquatic Ecology,ES0819B0023ca,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0260,8/7/2019 14:00,Blank; Equipment,8/7/2019,
580,Aquatic Ecology,ES0819B0027,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0337,8/19/2019 13:30,Blank; Equipment,8/19/2019,
581,Aquatic Ecology,ES0819B0027aa,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0338,8/20/2019 13:30,Blank; Equipment,8/20/2019,
582,Aquatic Ecology,ES0819B0027a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0819B0339,8/21/2019 16:00,Blank; Equipment,8/21/2019,
583,Aquatic Ecology,ES0919B0028,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0360,9/3/2019 14:30,Blank; Equipment,9/3/2019,
584,Aquatic Ecology,ES0919B0028a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0361,9/4/2019 15:00,Blank; Equipment,9/4/2019,
585,Aquatic Ecology,ES0919B0028a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0362,9/5/2019 12:30,Blank; Equipment,9/5/2019,
586,Aquatic Ecology,ES0919B0029,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0383,9/16/2019 12:00,Blank; Equipment,9/16/2019,
587,Aquatic Ecology,ES0919B0029a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0384,9/17/2019 12:30,Blank; Equipment,9/17/2019,
588,Aquatic Ecology,ES0919B0029aa,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES0919B0385,9/18/2019 13:30,Blank; Equipment,9/18/2019,
589,Aquatic Ecology,ES1019B0031,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0417,9/30/2019 12:30,Blank; Equipment,9/30/2019,
590,Aquatic Ecology,ES1019B0031a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0418,10/1/2019 14:00,Blank; Equipment,10/1/2019,
591,Aquatic Ecology,ES1019B0031aa,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0419,10/2/2019 14:30,Blank; Equipment,10/2/2019,
592,Aquatic Ecology,ES1019B0032,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0439,10/14/2019 12:30,Blank; Equipment,10/14/2019,
593,Aquatic Ecology,ES1019B0032a,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0440,10/15/2019 15:00,Blank; Equipment,10/15/2019,
594,Aquatic Ecology,ES1019B0032aa,Blank; Equipment,Blank; Equipment, North Delta Flow Action,ES1019B0441,10/16/2019 14:30,Blank; Equipment,10/16/2019,
